key,collapse_flow_area,collapse_flow_ratio
世田谷区|上野毛2丁目,96880.81158966303,0.3832764312619572
世田谷区|上野毛3丁目,35430.58368031718,0.22305880952026408
世田谷区|喜多見1丁目,187355.37398870435,0.6615784626745711
世田谷区|喜多見2丁目,152513.64737124814,0.5206532202496331
世田谷区|喜多見3丁目,77611.17613347767,0.43830395758884905
世田谷区|喜多見4丁目,53758.82841081049,0.19908935522625468
世田谷区|喜多見5丁目,82259.66083318065,0.36803722759133545
世田谷区|喜多見6丁目,16389.75270532894,0.11821868841252624
世田谷区|大蔵5丁目,51909.52616029279,0.23710534333462366
世田谷区|大蔵6丁目,57527.37208596506,0.36368405306730245
世田谷区|宇奈根1丁目,259206.6251101761,0.7652643071875387
世田谷区|宇奈根2丁目,229548.21951413742,0.689982921042365
世田谷区|宇奈根3丁目,74624.48832759896,0.5689941465922954
世田谷区|尾山台1丁目,47443.018232441835,0.3225255676072257
世田谷区|尾山台2丁目,17371.79844949185,0.09360864283303882
世田谷区|岡本2丁目,12920.212634285886,0.05037128609754533
世田谷区|瀬田1丁目,25688.91703396348,0.09893316613674598
世田谷区|瀬田2丁目,2002.934483392703,0.009519647651716779
世田谷区|瀬田4丁目,37782.20881367351,0.1295811671577778
世田谷区|玉堤1丁目,287935.7846587405,0.5774408952546801
世田谷区|玉堤2丁目,111349.36557919772,0.7500510915168678
世田谷区|玉川1丁目,215201.90010820446,0.7260683492226105
世田谷区|玉川2丁目,159182.88880238598,0.9326786130907408
世田谷区|玉川3丁目,75479.5514386078,0.2706019230596667
世田谷区|玉川4丁目,43939.65907076117,0.22647180453514124
世田谷区|等々力1丁目,19355.021739946416,0.07979209340202675
世田谷区|野毛1丁目,24119.740893937163,0.11077133714237293
世田谷区|野毛2丁目,110888.3377671121,0.35356308164368916
世田谷区|野毛3丁目,69754.1085592642,0.3989899426817783
世田谷区|鎌田1丁目,106593.21758931164,0.2705941157369523
世田谷区|鎌田2丁目,195577.0131690803,0.8228576826638574
世田谷区|鎌田3丁目,98501.95837361949,0.4536123985795058
世田谷区|鎌田4丁目,110529.83219598322,0.7238930887186028
中野区|上高田5丁目,209.12360098639266,0.0009638412729530007
中野区|弥生町1丁目,210.07905063688924,0.0009473726713970371
中野区|弥生町5丁目,731.1041769514935,0.0027927520014687218
中野区|新井4丁目,476.37891692005195,0.0038314121980510883
中野区|本町1丁目,2716.1846896140855,0.020252460359296946
中野区|本町2丁目,2022.8678082723495,0.009264723029102601
中野区|本町3丁目,2996.563177830171,0.016517873387032412
